id,tmdb_id,title,original_title,tagline,overview,runtime,budget,revenue,release_date,status,popularity,vote_average,vote_count,original_language,poster_path,backdrop_path,teaser_link,trailer_link,awards,is_active,user_ratings_count,streaming_platforms,cached_average_rating,homepage,spoken_languages,production_countries,belongs_to_collection,imdb_id
17947,1279392,Kaleidoscope,Kaleidoscope,"For where your treasure is, there your heart will be also","Two broken pieces from the same broken glass cascading upon a kaleidoscope of events with each twist and turn, a new shade upon their lives, seeking solace in the embrace of the familiar yet unknown. The only thing holding them together is hope, beyond the realm of almighty, echoing through eternity's expanse. Is this existence tangible, truth, or merely ethereal lantasies cloaked in the desires of what might have been?",17,0,0,2024-04-22,Released,0.16,10.0,1,,/xsq51GpP6GKtw4x15QPQvyPaEyD.jpg,,,,[],1,0,[],,,[],[],[],
9130,1307051,Les Boules de Noël,Les Boules de Noël,,"Every year, Christmas Eve turns into a nightmare for Nathalie and Antonin's family. Convinced that she is the victim of a curse, Nathalie makes a radical decision: this year we won't be celebrating! But Antonin and his children take matters into their own hands by inviting Nicole, Nathalie's long-lost sister. Will they finally escape disaster this year?",0,0,0,2024-11-27,Released,0.937375,5.33,6,,/tnFXI91z7Jo1WquQ8viqeFJA91e.jpg,/yViu1iYz4YpBxXoIq1bRZ6TnvTs.jpg,,,[],1,0,[],,,[],[],[],
1868,1419761,"My Brother, My Brother",خائنة الأعين,,"Perceiving life as something shared by two. Through a split (dual) narrative, identical twins Omar and Wesam, recount their shared memories: from their time in the womb of their mother to the moment they are tragically separated. Written and directed by twin brothers, Saad and Abdelrahman Dnewar, My Brother, My Brother, combines 2D animation with live-action cinematography to chronicle a deeply affectionate and tender narrative about existing without the other.",15,0,0,2025-01-31,In Production,5.852,0.0,0,,,/9VLt2dGy200RauNt4HkC7jrEChe.jpg,,,[],1,0,[],,,[],[],[],
5998,1413073,Unpublished,Unpublished,Why Do YOU Write?,"A conversation with William John Daly, a radio writer turned deacon and how his love for storytelling has fuelled his desire to finish his long awaited book.",8,0,0,2024-12-05,Released,0.452,0.0,0,,/vYm5gKfGWHDNX436DR6p2buTYa5.jpg,/c9G4dwv2yeA0m3kvOf3cENJxmGi.jpg,,,[],1,0,[],,,[],[],[],
456,1295501,The Fall of Barsisa,The Fall of Barsisa,Honour Is Sacred,A modern reimagining of the fable of the same name. Three brothers leave their ailing sister in the company of a devout and honourable figure as they are guided by an ambiguous stranger through treacherous terrain in search of a remedy.,60,0,0,2025-09-05,In Production,0.245,0.0,0,,/a8XsznKnWZDfff1wN5RrHNlGQnP.jpg,,,,[],1,0,[],,,[],[],[],
496,900838,The Delhi Files,The Delhi Files,Right to Life,"Hiding truth, denying justice and no value of human life are blots on our democracy.",0,0,0,2025-08-15,In Production,6.8,0.0,0,,/h5HarxBz6FZ8XX0VTTzyYKm7IqI.jpg,,,,[],1,0,[],,,[],[],[],
18377,1317959,"March 18, 2018, 5:44PM, Outside Pouch Cove, Canada","March 18, 2018, 5:44PM, Outside Pouch Cove, Canada",,A couple encounter a stranger on their way home.,8,100,0,2024-05-28,Released,0.358,10.0,1,,/4PREYigCyVQ01RG6HLBEWt8xt33.jpg,,,,[],1,0,[],,,[],[],[],
10814,1124127,Air Force One Down,Air Force One Down,,"On her first assignment aboard Air Force One, a rookie Secret Service agent faces the ultimate test when terrorists hijack the plane, intent on derailing a pivotal energy deal. With the President's life on the line and a global crisis at stake, her bravery and skills are pushed to the limit in a relentless battle that could change the course of history.",84,0,0,2024-02-09,Released,10.788,6.1,137,,/nKPoSD4pZ3s3CJ9g3cqWRcQ41TC.jpg,/u0P5drNyTrZoGyJONPcZGbv1mNP.jpg,,https://www.youtube.com/watch?v=0cWBaR8JW6M,[],1,0,[],,,[],[],[],
17888,1351502,Scomparsa in fede,Scomparsa in fede,,,0,0,0,2024-08-27,Released,0.171,10.0,1,,,,,,[],1,0,[],,,[],[],[],
1043,1244944,The Woman in the Yard,The Woman in the Yard,Don't let her in.,"In the aftermath of her husband's death, widow Ramona's struggle to raise her two kids is hindered by the arrival of a mysterious woman with supernatural abilities.",87,12000000,23310713,2025-03-27,Released,34.3105,6.23,181,,/n0WS2TsNcS6dtaZKzxipyO7LuCJ.jpg,/3lEV4CoKoeT2cZ4fbKEJugZcw6Z.jpg,https://www.youtube.com/watch?v=8jWsHU7Y6w4,https://www.youtube.com/watch?v=27aEM6q1Wqs,[],1,0,[],,,[],[],[],
26698,1222242,Aurora’s Garden Asylum,Hospício Jardim Aurora,,"In 1912, a mysterious patient is brought at the asylum. Little the doctor knew, that his would be the only secrets revealed.",10,0,0,2023-12-19,Released,0.843,9.0,2,,/9ncsA4oDO5UqTKh7ZWdHQBtRF3m.jpg,/nflwTBONjmEza1ThWwsqz0ckCNj.jpg,,,[],1,0,[],,,[],[],[],
28845,1125535,Are You Here?,Ти тут?,,"Oryna, an 18-year-old Ukrainian girl, fled her homeland during the Russian invasion of Ukraine, while all her family, including her 7-year-old sister Ksiusha, decided to remain there. The film observes the daily remote communication between Oryna and her younger sister, and reveals their close bonds of sisterhood, which remain strong despite their separation, the constant presence of the war, and the natural process of growing apart.",13,0,0,2023-06-06,Released,0.4,8.0,1,,/5504mFv5uQNYQTDIZ8Kzq9dcN8K.jpg,,,,[],1,0,[],,,[],[],[],
20404,1014629,The Fearway,The Fearway,There's a good reason it's the road less travelled.,A young couple travelling down the freeway seem to be unable to get off the road after being hunted by someone intent on keeping them on the road.,81,0,0,2023-02-07,Released,4.289,4.6,28,,/g0EOgZCk23b3n4uWGIVh9bh5U3q.jpg,/v4A4YA1LgRtPTi79EoXTtxQ4ZEK.jpg,https://www.youtube.com/watch?v=M8ZiADM_fQ4,https://www.youtube.com/watch?v=Vxp3AlGLeeg,[],1,0,[],,,[],[],[],
31351,1426205,Quote 10.35,Quote 10.35,"You can't live off of bets, and you can't live betting","Tomas's life is wrapped up in vices, among them a gambling addiction to sports betting. This ends up captivating his brother Frank, turning the house where they live together into a spiral of vices and monotony.",35,0,0,2024-06-01,Released,0.125,9.0,1,,/g0fRjn00sGynaDFl6R7PPD9DeIi.jpg,/6LdsfO4WIovKnWlAqyKcXJHJM5b.jpg,,,[],1,0,[],,,[],[],[],
16254,1294242,Teething Problems,Teething Problems,Knock Three Times,"After losing his wife, a grieving man turns to a strange company promising to resurrect her, only to discover the terrifying consequences of meddling with the afterlife.",27,0,0,2024-07-19,Released,0.985,10.0,1,,/9I0llg8N7tRpIdt0aGP7NTpzkMm.jpg,,,,[],1,0,[],,,[],[],[],
14555,1312115,Arbenina,Арбенина,,"Diana Arbenina is a unique rock star and an idol for many generations. She became popular back in the 90s and still does not leave the stage, filling stadiums. However, her story is not only a series of rock concerts, but also tragic turns in fate, the bitterness of losing loved ones, the joy of motherhood and an endless flow of emotions and love of life, which allows her to overcome herself, create, write music and make people happy. Together with Diana, the viewer will live one day in the life of a rock star: meetings, rehearsals, training, caring for children, communication with her mother, the premiere of a series with her participation. How does a person who is constantly in sight live?",56,0,0,2024-07-05,Released,0.184,4.75,2,,/afOyW3ewx8Ggrd4NQgg7wwdlSpz.jpg,,,,[],1,0,[],,,[],[],[],
22965,1165340,Ready,Έτοιμοι,,"Boring work leads parliament employees (both elected and otherwise) to play childish power games. When removed from the weight of their historic surroundings, they question their desires and are set free.",11,0,0,2023-08-15,Released,1.868,5.2,2,,/wfQEB2rTHb8oyhvTvzGOcwL9NCU.jpg,,,,[],1,0,[],,,[],[],[],
24192,1083789,Mastergame,Mesterjátszma,,"A young, revolutionary couple aboard the last train leaving Budapest after the Russian invasion of 1956. Based on a novel by the Austrian writer Stefan Zweig.",90,0,0,2023-11-09,Released,1.633,8.6,5,,/i22yFvStFU1w6bURwhCEorPBwR.jpg,/lN2XNTsQ4m0leHqvHOcvWECiPby.jpg,,,[],1,0,[],,,[],[],[],
23869,1100488,I pionieri,I pionieri,,"Sicily, summer 1990. Two young boys, sons of ardent communists, run away from home to re-found the Pioneers, the glorious and now extinct scouts of the Party. But not everything goes according to their plans.",86,0,0,2023-04-13,Released,0.824,8.3,3,,/7fNc4x9jNysipBTql2gBZLjg0PM.jpg,/AoCgSFTad1efvO1yFBAZfATpVK7.jpg,,,[],1,0,[],,,[],[],[],
32055,1160039,Mimang,미망,,"After a chance meeting, a man and a woman stroll through Seoul’s changing streets.",92,0,0,2024-11-20,Released,1.5695000000000001,7.0,1,,/uZqLHfiKbSedgpSVGDMss6pkaip.jpg,/qeskZtO8u3kJL2ttMnNAitA9SRl.jpg,,https://www.youtube.com/watch?v=GU4F35zj-90,[],1,0,[],,,[],[],[],
22056,1147338,Dammi,Dammi,,"Returning to Paris, a man moves through memories of his past and surreal fragments of the present, searching for connection with his estranged father. On his journey, he meets a French-Algerian woman. As their intimacy grows, he is confronted with his shame and fears while exploring his lost Arab identity… Behind Paris is Algiers.",16,0,0,2023-08-02,Released,1.644,6.5,8,,/udvVP7OpHCHmeBUcyw6AqsOxTvJ.jpg,/4dROAlNU5xQ7SgOyraBGA1ZTDK6.jpg,,https://www.youtube.com/watch?v=uDmY56kNsqQ,[],1,0,[],,,[],[],[],
23674,1218219,Missionary,Missionary,"Unlocking Desire, Risking Everything","In a marriage struggling with intimacy issues, a romance novelist with an unadventurous husband has a sexual awakening while writing her latest book.",88,0,0,2023-12-01,Released,1.546,1.0,1,,/d7XVHCbsrdt0q3FAWV3jaXJtED5.jpg,/9irTm82FW5IT1erJ1mvfqvOLue8.jpg,,https://www.youtube.com/watch?v=6L5GEDY7v5c,[],1,0,[],,,[],[],[],
7562,1385891,The Burping Guy,The Burping Guy,Unleash the power within - one burp at a time.,"Vincent Carter (Played by Daniel Ledas) is an ordinary man, until one day he is chosen by a very powerful being to protect the universe and is granted supernatural burping powers. But in order for balance in the universe, another man named Jake Cahlk is chosen by another powerful being, to be sent to the burping guys universe and be given the same powers to take him down.  What will happen in this epic film? Watch it and find out.",20,0,0,2024-11-22,Released,0.362,0.0,0,,/es3cmE4g5quPLCxNwHAO5ialU07.jpg,,,,[],1,0,[],,,[],[],[],
27936,1179581,Dying to Be Happy,Dying to Be Happy,The streaks of the past call back to that little piece of paradise...,"An old cancer patient reminisces about his youthful days spent at a little place called ""Spatterdock"".",18,500,0,2023-09-05,Released,0.377,9.0,1,,/3HxQgJqQBRcfrRTKT4p2TrLMk41.jpg,/lSQnLC2px4yDM1ofXZ9i1dBQoMD.jpg,,,[],1,0,[],,,[],[],[],
7668,1404078,Out of Office: How Soft Hands Struck a Hard Bargain,Out of Office: How Soft Hands Struck a Hard Bargain,,"Out of Office is the story of a scrappy group of office workers in Wisconsin who managed to pull off a major victory for workers’ rights. Upon their contract’s expiration, the workers activated their dormant union and fought back against their employer - a massive financial services provider making record profits. Their fight dragged out for over 600 days and included the first strike in the company’s almost 100-year history, which was the largest labor action in Wisconsin for over ten years. A rank-and-file member of the union documented the entire struggle, and the documentary includes emotional interviews with key members of the fight.",29,0,0,2024-11-21,Released,0.001,0.0,0,,,,,,[],1,0,[],,,[],[],[],
28048,1103396,When Susi Met Oumou,When Susi Met Oumou,,"After spending the night together, two women decide to prolong their amorous encounter into the warm summer day in New York City.",8,0,0,2023-06-23,Released,0.371,3.0,1,,/dU9UkzHQaJlxzmKCW3KIuPRU25p.jpg,,,https://www.youtube.com/watch?v=XVAacJwX1NY,[],1,0,[],,,[],[],[],
31633,1248276,The Firebird,Жар-птица,,"An actress and theater dancer flies to India to find her mother, who once abandoned her and joined a certain sect. Soon she no longer understands whether what she sees is happening in India or whether it is the scenery inside her native theater. Masks, dolls, songs - does this happen in a small town square or on one of the venues in St. Petersburg?",90,0,0,2025-03-20,Released,0.9083749999999999,6.5,2,,/wXXtFeQky4qTSK4wgbwdvVYBhsn.jpg,/aX9UC0k9FsRddycmlqBFcKtH2n9.jpg,,,[],1,0,[],,,[],[],[],
26772,1159569,Serial Killer: Red Sea Attacks,Serial Killer: Red Sea Attacks,,Investigators head to Egypt to look into deadly Read Sea shark attacks.,44,0,0,2023-07-23,Released,0.653,5.0,1,,/eBCwB33To0GwuHK0OP1VvuMhDC5.jpg,/q8hEWsaPMwCz1zeQjVL2S2sZZYO.jpg,,,[],1,0,[],,,[],[],[],
20213,1015356,To Kill a Tiger,To Kill a Tiger,A man. His daughter. The trial of their lives.,"Ranjit, a farmer in India, takes on the fight of his life when he demands justice for his 13-year-old daughter, the victim of a brutal gang rape. His decision to support his daughter is virtually unheard of, and his journey unprecedented.",128,0,0,2023-10-20,Released,4.387,7.5,30,,/qxzaYYRAH6gZoyJlnajCvYeL6Ms.jpg,/d14tpaz2DlQBRXDk94M4pU2gXvj.jpg,,https://www.youtube.com/watch?v=mC6-igJ_WWM,[],1,0,[],,,[],[],[],
12460,1146892,Bark,Bark,Some secrets don't stay buried,"Charismatic Nolan Bentley wakes up in the middle of a remote forest, tied to a tree with no recollection of how he got there. With his time relentlessly running out, a mysterious stranger appears and he must finally reckon with the demons of his past and fight to survive to find a way out of his nightmare.",90,0,0,2024-10-24,Released,0.987625,5.15,13,,/wQV4VH1JFP5phu8E4ZsZGPEcyqp.jpg,/kNcbJs4jJWcrEeAPQRnED3FTNFx.jpg,,,[],1,0,[],,,[],[],[],
1520,1419350,Sangala,Sangala,,Sangala is an inspiring story of the hardships of an elderly self-respecting farmer in the drought stricken region of Marathwada (Maharashtra).,85,0,0,2025-02-15,In Production,1.25,0.0,0,,,,,,[],1,0,[],,,[],[],[],
26813,1218639,"Bigflo & Oli, le concert événement","Bigflo & Oli, le concert événement",,,0,0,0,2023-12-16,Released,0.725,9.0,3,,/mvJ28M2gdHd2C0yydlkumsYq6Ic.jpg,/o4KeMy5VAl4Mk0XpHHvV5GOaruX.jpg,,,[],1,0,[],,,[],[],[],
25139,1143447,The Ciguapa,The Ciguapa,,A queer Latino couple go to a cabin for their anniversary but a mysterious woman they find in the woods threatens to break them apart.,14,0,0,2023-07-24,Released,0.958,4.0,1,,/mqWEyy6dcMJ9eNoR0nYaVyYkYj9.jpg,,,,[],1,0,[],,,[],[],[],
30794,51608,The Man from Nowhere,아저씨,"Nothing to lose, nothing to compromise.",An ex-special agent is involved in a convoluted drug ring drama. He has to save a drug smuggler's innocent daughter from being the victim of her parents' fight.,119,1255000,43059790,2010-08-04,Released,38.453,7.7,1330,,/ld19CFIo27t41JXSGZdaPMUGTxh.jpg,/8ZNwaC77ytOLSIamcBPnVqdZbmw.jpg,,https://www.youtube.com/watch?v=38rPoGSr19U,[],1,0,[],,,[],[],[],
5658,1399653,Under surveillance,Sous surveillance,Be careful what you do,"The whole world is monitored, everywhere, all the time. Everyone gets points based on their actions. So some people eventually get close to 0.",2,0,0,2024-12-08,Released,0.77,0.0,0,,/1cKSOg4PDU4q8TNEzPN3Vx0l7E5.jpg,/9cFihSBi880USdqPVQvS5ncxt6J.jpg,,,[],1,0,[],,,[],[],[],
6971,1389681,The Rolling Stones: Welcome to Shepherd's Bush,The Rolling Stones: Welcome to Shepherd's Bush,,"A once-in-a-moment recording of the rock legends as they performed a surprise gig at the iconic Shepherd’s Bush Empire in June 1999. Announced only as they were preparing to play two nights at nearby behemoth Wembley Stadium that same month, it saw a small crowd of 1800 lucky fans treated to an intimate show in which the band eschewed their big hits in favour of rarely heard gems. This was a gig with many firsts; songs included Saint of Me, I Got the Blues and Brand New Car, while Melody was performed for the first time since 1977 and Moon Is Up brought to the stage for the only time in the band’s live career. Sheryl Crow, who opened the show, joined the band for a special rendition of Honky Tonk Women. As Mick Jagger shouted from the stage that night “If you want to see the hits, go to the big place down the road”. As promised, they didn’t disappoint.",0,0,0,2024-11-28,Released,1.76,0.0,0,,/bfqOpwXwyZpVfN7mfYsYBfYw2OA.jpg,/oLQyFF7P2lVY33BjOkdRQwnHhcd.jpg,https://www.youtube.com/watch?v=ja8pY7i_Xns,,[],1,0,[],,,[],[],[],
2427,1413193,Aimez moi,Aimez moi,,,0,0,0,2025-01-20,Released,3.721,0.0,0,,/bPwFy0IzbZltSRdYVUaOwHRF5DJ.jpg,,,,[],1,0,[],,,[],[],[],
16532,1309786,BABYMETAL - Hellfest 2024,BABYMETAL - Hellfest 2024,,"BABYMETAL's performance at Hellfest 2024 was a triumphant return to the European festival scene, solidifying their status as a global metal phenomenon. Taking the Main Stage 2 on a sunny afternoon, the Japanese kawaii metal pioneers delivered an electrifying set that showcased their signature blend of heavy riffs, infectious melodies, and captivating choreography.",0,0,0,2024-06-27,Released,0.617,8.0,1,,/kucUI4QiJSLQd6BrveT5zVrCp4z.jpg,/88bElQG7ofxz9Obj48iOPDvS5wD.jpg,,,[],1,0,[],,,[],[],[],
21368,866440,2018,2018,Everyone is a Hero,A disaster film set during the 2018 Kerala Floods where people from all walks of life faced catastrophic consequences and put in collective efforts to survive the calamity.,150,3009565,24076520,2023-05-05,Released,4.563,7.68,38,,/uz9qc6lNGyqS2xvuXUfpJh2eP6b.jpg,/phHKTgg0D1KcbxCm2MDdHQ3TKqR.jpg,https://www.youtube.com/watch?v=bhGCb9J0MRU,https://www.youtube.com/watch?v=Af3cjNPhM4o,[],1,0,[],,,[],[],[],
4726,1402794,Memories,Memórias,Lost in memories.,"A TV report transports Beatriz to the past memories of her one true love, Cecília.",15,0,0,2024-12-17,Released,1.362,0.0,0,,/oq0U3VnaC86PlnqUoh3YdacUJJA.jpg,,,,[],1,0,[],,,[],[],[],
6649,792993,Go Away,Go Away,5 intruders. 4 hours. 3 floors. 2 exits. 1 problem.,"During a family gathering, dinner is interrupted by a knock at the door. 5 intruders take the guests hostage and put them through a series of sadistic games. As the night goes on, the intruders realize they also may have something to fear.",0,0,0,2024-12-01,Released,1.715,1.0,1,,/5ySCoe78ePqP5XYxtrGtcf05hl.jpg,,,https://www.youtube.com/watch?v=ICauVlW_fvo,[],1,0,[],,,[],[],[],
29639,926946,School of Magical Animals 2,Die Schule der magischen Tiere 2,A new magical adventure.,The students of the School of Magical Animals want to perform a musical for the school's anniversary. Will rehearsals end in chaos or will the class pull together? And what's up with the strange holes on the school grounds?,103,0,19724705,2022-09-29,Released,10.408,6.5,37,,/wRXzkXnniE4NijTHVmqohCZrUQB.jpg,/hGPa3WPxuyoVSexd962Sf3rh5Rt.jpg,,https://www.youtube.com/watch?v=YI7YVxSO3VA,[],1,0,[],,,[],[],[],
23249,1116284,Arkhé,Arkhé,"In the ruins of buildings, lost forever by earthquakes, as in the depth of the archives, we dig.","“Archeology” and “Archive” share the same roots. Both words come from “Arkhé”, the Greek word for “origin”.  In the ruins of buildings, lost forever by earthquakes, as in the depth of the archives, we dig.  What happened the morning of the big earthquake? The morning of September 19th 1985 is fading away in our memories. These recordings have never been seen. Unedited images of the catastrophe dug out by the archaeological adventure of an archivist that suffered with them. He dug and suffered until he could no longer see.",5,0,0,2023-05-17,Released,2.314,1.5,2,,/dIVhM6UTAmEy8n7FITVudqEhg7J.jpg,,,,[],1,0,[],,,[],[],[],
7417,1387934,Fear & Trembling,Tars o Larz,,"Manzar, a woman set in her rigid ways and beliefs, has been ostracized by her family and now ekes out a lonely existence. One day, she suddenly receives a call from her sister: her niece has been arrested for not wearing a hijab. Despite implorations from her family, Manzar sticks to her fundamentalist beliefs - her niece, an unbeliever, ought to be punished for the sin she’s committed. Finding herself all alone in a changing world, and increasingly racked by fear and guilt, Manzar begins to pray for heavenly deliverance.",76,0,0,2024-11-23,Released,0.37,0.0,0,,/xAjwzXRbcWecKsOir3EyyfkDO1l.jpg,,,,[],1,0,[],,,[],[],[],
28063,1114189,AAA Triplemania XXXI: Monterrey,AAA Triplemania XXXI: Monterrey,,On April 16th Lucha Libre AAA Worldwide presents Triplemania XXXI Monterrey live on FITE straight from Estadio de Béisbol Monterrey in Mexico. The event features the AAA Mega Championship where Hijo del Vikingo defends his title against Komander against Rich Swan against Shane Strickland.,211,0,0,2023-04-16,Released,0.23,2.0,1,,/yckIoK8eGl9s2FHkupge3eF7Bxm.jpg,/sItfm0U1xkrFAKGFrg1od1OdWEA.jpg,,,[],1,0,[],,,[],[],[],
9244,1371625,When Lesbians Divorce Gay Men,女男同性恋离婚记,,"A decade after entering into lavender marriages, these lesbians have all divorced their contract husbands. During the filing, the COVID-19 pandemic swept the world, and China implemented a zero-COVID policy, requiring that no one be exposed to the virus. This documentary captures their lives during this time. Despite sharing a home with both their same-sex partners and their parents, none of these lesbians has come out. Their divorces have remained secret. Their efforts to have children have been unsuccessful. Their lesbian relationships are not recognized by the public. The abrupt change in the zero-COVID policy has not left anyone untouched. Despite the immense effort invested in this lesbian film, no cultural products about homosexuality are allowed to be published.",82,0,0,2024-11-08,Released,0.001,0.0,0,,/iw7SDGI4r76HwbvqzYOGGS8OrmH.jpg,,,,[],1,0,[],,,[],[],[],
906,965087,Phule,फुले,,"A biopic on Jyotiba and Savitribai Phule, considered to be a pioneering couple in India’s societal history. They are often credited for underlining the importance of the girls’ education and self-dependence.",0,0,0,2025-04-11,In Production,1.323,0.0,0,,/bVo7EzCy6CKAHodhxV7dKMd7Ifa.jpg,,,,[],1,0,[],,,[],[],[],
25404,1184956,Go For Grandma,Go For Grandma,Magic is real,"Inspired by iconic ‘80s fantasy films, ""Go For Grandma"" is a magical journey into the mind of a young boy who escapes a neglectful home life through his grandmother’s love and the power of his imagination.",35,0,0,2023-10-25,Released,0.958,6.0,1,,/oPBxrEFRy59oqJYfhkQet02Aie4.jpg,/qzz8k7XY32HGQM9EWZZzHHnB8U8.jpg,,,[],1,0,[],,,[],[],[],
16311,1363109,Interlude,Interlude,,"A short movie based on Jhumpa Lahiri's short story about a married couple, Baskara and Samantha whose their relationship is on edge. Taking advantage of a four-day power outage, they talk to each other about secrets they were previously kept in the dark, hoping that their relationship will be better.",33,264,0,2024-09-10,Released,0.202,8.0,1,,/7aZvuA3bwTzdo2H9WqnFZcVvj3d.jpg,,,,[],1,0,[],,,[],[],[],
5105,1400421,Mime Prophecy,Mime Prophecy,I can see why they cursed you in the first place,"A bard, desperate to be rid of a curse, finds a shady wizard who promises to help him.",5,0,0,2024-12-13,Released,0.719,10.0,1,,/uRKJTiIWyrMIfld4urUkttaGiub.jpg,/z9eBXKMhMwTEdnq0lWLcuPfJNxq.jpg,,,[],1,0,[],,,[],[],[],
3911,1420418,Earth To Albatross,Earth To Albatross,,A short about making art.,3,0,0,2024-12-26,Released,0.748,0.0,0,,/10mdZstsHzFK2PlSy2cDz25TzTa.jpg,/yLjWrgz14nAvpqhJHHBQdekIUtF.jpg,,,[],1,0,[],,,[],[],[],
1369,1300034,RB&O Live 2024/25: Swan Lake,RB&O Live 2024/25: Swan Lake,,"Classical ballet's most powerful tale of love, treachery and forgiveness returns to the Royal Opera House stage",210,0,0,2025-02-27,In Production,1.391,0.0,0,,/iQHYOEds0JPdM2rrgbwJPf4sh69.jpg,,,,[],1,0,[],,,[],[],[],
20899,1193708,The Queenstown Kings,The Kings of Queenstown,Dare to dream,"A prodigious young soccer player from rural Queenstown must face the return of his washed-up, pro-footballer father, and navigate the choice between his team's success and his own dreams.",137,0,0,2023-11-17,Released,4.287,5.8,21,,/58mHgWKwYaySV4y6sSsFVazUfOT.jpg,/hxI1gyYZudOOjiiEdOBqrcnOI7D.jpg,,https://www.youtube.com/watch?v=VU-LG3jG1Fg,[],1,0,[],,,[],[],[],
18264,1225960,Drive 2 Palermo: European Journey,Drive 2 Palermo: European Journey,The Drive Isn't Over Yet,"After the events of Drive to Palermo, our heroes are shattered. The presumed death of John Zeitler has left the team without its founding member. With no choice but to move forward, the group sets out for Palermo, Italy, in an attempt to root out Palermo's evil at its source.",245,0,0,2024-01-04,Released,0.127,10.0,2,,/sWS41GDvDis6Nix1ZqaDqiiQy8h.jpg,,,,[],1,0,[],,,[],[],[],
6515,1398107,Az élet hozta így - Jelenetek egy magyar kisvárosból,Az élet hozta így - Jelenetek egy magyar kisvárosból,,,0,0,0,2024-12-01,Released,0.461,0.0,0,,,,,,[],1,0,[],,,[],[],[],
20852,815029,Dovbush,Довбуш,,"In the early eighteenth century, foreign rule means dark times for the Hutsuls of the Carpathians. The two Dovbush brothers become opryshkos - mountain outlaws. But the two brothers become enemies - one cares only about money, the other - Oleksa - fights for his people. The Carpathians are convulsed with a wave of uprisings. The aristocracy uses its military might to try to kill Dovbush and destroy his legend. But Dovbush outwits them. The desperate lords devise a devious plan and attack the invincible outlaw's Achilles heel - his love for his childhood sweetheart, Marichka. Who will be the assassin to attack the Opryshko whose immense strength and bravery inspired folk tales? Will the lords' treacherous plan destroy the hero before he can lead his people to freedom?",120,3254700,0,2023-08-24,Released,4.393,7.6,24,,/85HSmdR9xW0PJdnPsn8KaUfZPGI.jpg,/AqLFZK2nykm6oURXFRHjOaAssqn.jpg,,https://www.youtube.com/watch?v=Rvh36mLq_kY,[],1,0,[],,,[],[],[],
26243,636362,Kyungmi’s World,경미의 세계,,"7 years ago, an aspiring actress Suyeon came to Seoul after losing touch with her family, and is barely surviving by playing minor roles and chores in a small troupe. Then one day, Suyeon receives a call from Tongyeong and goes down there.",108,0,0,2023-09-20,Released,0.701,5.5,2,,/p4UBUCwwBagV1BwCwWU5QUreZne.jpg,/iiXXsRTuoljS0SJOQml6jhImaSq.jpg,,,[],1,0,[],,,[],[],[],
25797,1211332,Play Dead!,Fais le mort !,,"If there is one person Matthew Lancit can’t get out of his mind, it is his uncle Harvey. Dark rings around his eyes, pale, blind, his legs amputated. Like Harvey, the filmmaker also suffers from diabetes. He has the disease under control, but one question is always nagging at him: How much longer? His long-term (self-)observation reliably revolves around fears of infirmity and mutilation. He translates the feared body horror into film, stages himself as a zombie, vampire, a desolate figure. Lancit playfully anticipates his potential decline, serving up a whole arsenal of effects which – as video recordings prove – go back to his youth. It is not for nothing that the “dead” in the title is also reminiscent of “dad.” Because “Play Dead!” also negotiates his own role as a father.",80,0,0,2023-10-08,Released,1.074,10.0,1,,/2Yb1QFkG5SgTW1nfbIgNk8FzjNs.jpg,/duQfzj1hte0dZX3pxUcvU8gg6i4.jpg,,,[],1,0,[],,,[],[],[],
28016,1186139,Sisters of Wrestling,Celles qui luttent,,"Sisters of Wrestling paints an intimate portrait of Azaelle, LuFisto and Loue O'Farrell, three ring warriors for whom wrestling is both a passionate love and an outlet from everyday life.",68,0,0,2023-11-17,Released,0.542,8.0,1,,/6EQUuXTFoBogKgEEY4SPXKTgUqS.jpg,/kYOh1GFeWmwHNjYvDWwCV76kiH6.jpg,https://www.youtube.com/watch?v=K1or23fazd0,,[],1,0,[],,,[],[],[],
10346,1424506,كيموكازي,كيموكازي,,,0,0,0,,Released,0.0,0.0,0,,,,,,[],1,0,[],,,[],[],[],
18977,1424948,Tell Me About The Willy Wallies,Tell Me About The Willy Wallies,We've all got dirty laundry.,"Melvin, a writer, refuses to acknowledge his old characters at a job interview, prompting these characters to manifest themselves to complain.",5,0,0,2024-12-12,Released,0.485,10.0,1,,/zsDcGEuJBHay3EfR8D56JQk6qr3.jpg,/9lJuR9Z4GDhZyrywXLLje4949Lu.jpg,,,[],1,0,[],,,[],[],[],
7390,1394159,Black Raven,Black Raven,,These are the witnesses of Joseph Stalin's Holodomor Genocide of Ukrainians in 1932-33. Each persevered through horror. Each confronted death and struggled to survive to keep Ukraine's history and culture alive. This documentary exposes the secret that murdered millions.,40,0,0,2024-11-23,Released,0.557,0.0,0,,,,,,[],1,0,[],,,[],[],[],
23496,1070374,A Nashville Legacy,A Nashville Legacy,Life Is The Melody. Love Is The Beat.,"When Naima meets Damian after she moves to Nashville to uncover secrets about an undiscovered music group, they begin sharing their love for music and their desire to leave their respective marks on the world.",84,0,0,2023-02-26,Released,1.596,7.0,3,,/dj8H6rFAXPxhCZVEU2VItW1r3Hf.jpg,/mYuUXkTyaA9KwocfJBrmqYDZLDw.jpg,,https://www.youtube.com/watch?v=OmQBtG8tNDg,[],1,0,[],,,[],[],[],
